age_Kruijssen,Fe/H,O/Fe,F275W,F275W_abs,F336W,F336W_abs,F435W,F435W_abs,F606W,F606W_abs,F814W,F814W_abs
12.22,-1.57,0.097464937,17.6685,3.316773145,15.2341,0.882373145,14.4073,0.055573145,12.6341,-1.717626855,11.713,-2.638726855
12.22,-1.69,0.389999986,17.3607,3.008973145,15.4748,1.123073145,14.9042,0.552473145,13.701,-0.650726855,12.8784,-1.473326855
12.22,-1.62,-0.039999999,17.3444,2.992673145,15.2037,0.851973145,14.3127,-0.039026855,12.8902,-1.461526855,12.007,-2.344726855
12.22,-1.62,0.01,17.7307,3.378973145,15.1819,0.830173145,14.0162,-0.335526855,12.4338,-1.917926855,11.4832,-2.868526855
12.22,-1.6,0.340000004,17.7146,3.362873145,15.122,0.770273145,14.1457,-0.206026855,12.634,-1.717726855,11.7071,-2.644626855
12.22,-1.59,0.540000021,17.4825,3.130773145,15.3225,0.970773145,14.7523,0.400573145,13.4597,-0.892026855,12.6211,-1.730626855
12.22,-1.55,-0.059999999,17.767,3.415273145,15.265,0.913273145,14.1586,-0.193126855,12.5816,-1.770126855,11.6453,-2.706426855
12.22,-1.59,-0.319999993,17.7497,3.397973145,15.2692,0.917473145,14.0464,-0.305326855,12.4112,-1.940526855,11.4256,-2.926126855
12.22,-1.57,-0.479999989,17.8695,3.517773145,15.2565,0.904773145,13.9332,-0.418526855,12.2409,-2.110826855,11.2409,-3.110826855
12.22,-1.63,0.460000008,17.8078,3.456073145,15.1246,0.772873145,14.0313,-0.320426855,12.4583,-1.893426855,11.4885,-2.863226855
12.22,-1.44,0.09,18.5251,4.173373145,15.7099,1.358173145,13.6917,-0.660026855,11.7284,-2.623326855,10.6036,-3.748126855
12.22,-1.47,0.13,18.5251,4.173373145,15.7099,1.358173145,13.6917,-0.660026855,11.7284,-2.623326855,10.6036,-3.748126855
12.22,-1.56,0.48,18.5251,4.173373145,15.7099,1.358173145,13.6917,-0.660026855,11.7284,-2.623326855,10.6036,-3.748126855
12.22,-1.64,0.38,17.9598,3.608073145,15.1613,0.809573145,13.9036,-0.448126855,12.2446,-2.107126855,11.2554,-3.096326855
12.22,-1.6,0.34,17.7146,3.362873145,15.122,0.770273145,14.1457,-0.206026855,12.634,-1.717726855,11.7071,-2.644626855
12.22,-1.63,0.46,17.8078,3.456073145,15.1246,0.772873145,14.0313,-0.320426855,12.4583,-1.893426855,11.4885,-2.863226855
12.22,-1.52,-0.15,18.0169,3.665173145,15.321,0.969273145,13.641,-0.710726855,11.759,-2.592726855,10.6382,-3.713526855
12.22,-1.7,-0.05,18.0169,3.665173145,15.321,0.969273145,13.641,-0.710726855,11.759,-2.592726855,10.6382,-3.713526855
12.05,-1.475,0.1,18.5034,4.979645479,16.8512,3.327445479,16.4244,2.900645479,15.0539,1.530145479,14.0918,0.568045479
12.05,-1.614,0.287,18.5002,4.976445479,16.8844,3.360645479,16.5305,3.006745479,15.2036,1.679845479,14.2552,0.731445479
12.05,-1.517,0.205,18.3195,4.795745479,16.6137,3.089945479,16.1525,2.628745479,14.783,1.259245479,13.8337,0.309945479
12.05,-1.602,0.385,18.5517,5.027945479,16.8012,3.277445479,16.5148,2.991045479,15.1617,1.637945479,14.2085,0.684745479
12.05,-1.444,0.418,18.9038,5.380045479,17.2546,3.730845479,17.0489,3.525145479,15.7635,2.239745479,14.842,1.318245479
12.05,-1.546,0.439,18.4304,4.906645479,16.72,3.196245479,16.484,2.960245479,15.1803,1.656545479,14.2645,0.740745479
12.05,-1.517,0.124,18.6005,5.076745479,16.8324,3.308645479,16.5471,3.023345479,15.1845,1.660745479,14.2553,0.731545479
12.05,-1.577,0.625,18.3534,4.829645479,16.5298,3.006045479,16.204,2.680245479,14.8245,1.300745479,13.8915,0.367745479
12.05,-1.608,0.304,18.419,4.895245479,15.5812,2.057445479,14.3948,0.871045479,12.5403,-0.983454521,11.388,-2.135754521
12.05,-1.635,0.165,17.6774,4.153645479,15.4676,1.943845479,14.5978,1.074045479,13.0447,-0.479054521,11.9808,-1.542954521
12.05,-1.579,-0.208,18.1802,4.656445479,15.8256,2.301845479,14.7891,1.265345479,13.1263,-0.397454521,12.0202,-1.503554521
12.05,-1.641,0.313,17.7279,4.204145479,15.5523,2.028545479,14.8773,1.353545479,13.3972,-0.126554521,12.3815,-1.142254521
12.05,-1.567,-0.146,18.0837,4.559945479,15.9167,2.392945479,15.1113,1.587545479,13.5528,0.029045479,12.5057,-1.018054521
12.05,-1.634,0.309,18.0346,4.510845479,15.8339,2.310145479,15.215,1.691245479,13.6967,0.172945479,12.6676,-0.856154521
12.05,-1.568,0.351,18.112,4.588245479,15.9147,2.390945479,15.208,1.684245479,13.6455,0.121745479,12.6201,-0.903654521
12.05,-1.533,0.474,18.0712,4.547445479,15.97,2.446245479,15.4354,1.911645479,13.9842,0.460445479,12.9869,-0.536854521
12.05,-1.56,-0.192,18.1251,4.601345479,16.2381,2.714345479,15.665,2.141245479,14.1972,0.673445479,13.1982,-0.325554521
12.05,-1.633,0.503,18.2292,4.705445479,16.2298,2.706045479,15.7767,2.252945479,14.3391,0.815345479,13.3411,-0.182654521
12.05,-1.446,0.165,18.3318,4.808045479,16.3452,2.821445479,15.9393,2.415545479,14.5182,0.994445479,13.5591,0.035345479
12.05,-1.64,0.33,18.2525,4.728745479,16.3192,2.795445479,15.9338,2.410045479,14.5058,0.982045479,13.538,0.014245479
12.05,-1.591,0.22,18.3109,4.787145479,16.3874,2.863645479,16.024,2.500245479,14.6453,1.121545479,13.6921,0.168345479
12.05,-1.466,0.56,18.4674,4.943645479,16.5615,3.037745479,16.2116,2.687845479,14.8371,1.313345479,13.8864,0.362645479
12.03,-0.478,-0.072,23.0339,7.793439741,19.508,4.267539741,17.9604,2.719939741,15.8621,0.621639741,14.6353,-0.605160259
12.03,-0.401,-0.167,22.8984,7.657939741,19.6631,4.422639741,18.0908,2.850339741,16.0181,0.777639741,14.7868,-0.453660259
12.03,-0.479,0.242,22.7736,7.533139741,19.3623,4.121839741,17.9724,2.731939741,15.9495,0.709039741,14.7401,-0.500360259
12.03,-0.473,-0.326,23.0251,7.784639741,19.6374,4.396939741,18.0201,2.779639741,15.901,0.660539741,14.6251,-0.615360259
12.03,-0.476,-0.099,23.1233,7.882839741,19.7668,4.526339741,17.5603,2.319839741,14.9424,-0.298060259,13.3854,-1.855060259
12.03,-0.509,-0.149,23.7525,8.512039741,20.8449,5.604439741,17.9274,2.686939741,14.4414,-0.799060259,12.6029,-2.637560259
12.03,-0.552,-0.372,22.7061,7.465639741,19.8445,4.604039741,17.2786,2.038139741,14.4776,-0.762860259,12.6162,-2.624260259
12.03,-0.573,-0.242,23.2418,8.001339741,20.222,4.981539741,17.9138,2.673339741,14.1943,-1.046160259,12.4155,-2.824960259
12.03,-0.494,-0.159,23.1646,7.924139741,19.7646,4.524139741,17.3206,2.080139741,14.6439,-0.596560259,13.1073,-2.133160259
12.03,-0.543,-0.112,23.1274,7.886939741,19.7407,4.500239741,17.2791,2.038639741,14.5746,-0.665860259,13.0279,-2.212560259
12.03,-0.516,-0.034,23.2199,7.979439741,19.6694,4.428939741,17.9017,2.661239741,15.6829,0.442439741,14.3681,-0.872360259
12.03,-0.513,-0.034,23.7428,8.502339741,19.9916,4.751139741,17.675,2.434539741,15.1616,-0.078860259,13.7137,-1.526760259
12.03,-0.483,-0.075,23.5629,8.322439741,19.8235,4.583039741,17.6736,2.433139741,15.1857,-0.054760259,13.788,-1.452460259
12.03,-0.466,0.01,23.2403,7.999839741,19.5235,4.283039741,17.4332,2.192739741,14.9911,-0.249360259,13.5785,-1.661960259
12.03,-0.491,-0.188,23.0795,7.839039741,20.1031,4.862639741,17.4161,2.175639741,14.5344,-0.706060259,12.5646,-2.675860259
12.03,-0.452,-0.3,23.3908,8.150339741,19.7023,4.461839741,17.3917,2.151239741,14.8354,-0.405060259,13.3562,-1.884260259
12.03,-0.458,-0.055,23.3772,8.136739741,19.8228,4.582339741,17.3904,2.149939741,14.7711,-0.469360259,13.1941,-2.046360259
12.03,-0.538,-0.302,23.2686,8.028139741,19.9317,4.691239741,17.5865,2.346039741,15.0155,-0.224960259,13.566,-1.674460259
12.03,-0.5,-0.668,23.2791,8.038639741,20.2494,5.008939741,17.6389,2.398439741,14.7906,-0.449860259,13.2105,-2.029960259
12.03,-0.523,-0.442,21.9964,6.755939741,19.8846,4.644139741,17.5983,2.357839741,14.9973,-0.243160259,13.5784,-1.662060259
12.03,-0.506,-0.393,23.3707,8.130239741,20.1202,4.879739741,17.5736,2.333139741,14.7868,-0.453660259,13.1563,-2.084160259
12.03,-0.398,-0.575,23.4009,8.160439741,20.2245,4.984039741,17.7492,2.508739741,14.9119,-0.328560259,13.3501,-1.890360259
12.03,-0.529,-0.056,23.2881,8.047639741,19.5925,4.352039741,17.7168,2.476339741,15.4418,0.201339741,14.1107,-1.129760259
12.03,-0.525,-0.22,23.2819,8.041439741,19.5847,4.344239741,17.7121,2.471639741,15.4441,0.203639741,14.1241,-1.116360259
12.03,-0.524,0.089,22.5515,7.311039741,19.5045,4.264039741,18.1871,2.946639741,16.2186,0.978139741,15.0393,-0.201160259
12.03,-0.533,-0.183,23.4594,8.218939741,19.949,4.708539741,18.3464,3.105939741,16.2341,0.993639741,14.9841,-0.256360259
12.03,-0.456,0.04,23.2962,8.055739741,19.5655,4.325039741,17.9143,2.673839741,15.7255,0.485039741,14.4107,-0.829760259
12.03,-0.531,0.126,23.451,8.210539741,19.6406,4.400139741,17.8554,2.614939741,15.6735,0.433039741,14.3726,-0.867860259
12.03,-0.439,-0.318,23.1585,7.918039741,19.6378,4.397339741,17.3841,2.143639741,14.8729,-0.367560259,13.4284,-1.812060259
12.03,-0.508,0.257,23.1288,7.888339741,19.541,4.300539741,17.8461,2.605639741,15.615,0.374539741,14.3159,-0.924560259
12.03,-0.517,-0.338,23.2626,8.022139741,19.8832,4.642739741,18.2716,3.031139741,15.6488,0.408339741,14.371,-0.869460259
12.03,-0.523,0.264,22.4028,7.162339741,19.1174,3.876939741,17.7042,2.463739741,15.7043,0.463839741,14.4918,-0.748660259
12.03,-0.484,-0.002,23.21,7.969539741,19.7837,4.543239741,17.9554,2.714939741,15.7227,0.482239741,14.4364,-0.804060259
12.03,-0.412,-0.451,23.0664,7.825939741,19.7019,4.461439741,17.6691,2.428639741,15.2592,0.018739741,13.9219,-1.318560259
12.03,-0.47,-0.074,23.0062,7.765739741,19.5514,4.310939741,17.8543,2.613839741,15.7007,0.460239741,14.4481,-0.792360259
13.06,-2.005,0.168,15.4673,3.493291114,13.3003,1.326291114,12.5877,0.613691114,11.1336,-0.840408886,10.1401,-1.833908886
13.06,-1.96,0.193,15.7011,3.727091114,14.1841,2.210091114,13.9476,1.973591114,12.7666,0.792591114,11.8784,-0.095608886
13.06,-2.068,0.2,15.4117,3.437691114,13.4372,1.463191114,12.9241,0.950091114,11.4914,-0.482608886,10.5339,-1.440108886
13.06,-1.996,0.387,15.5006,3.526591114,13.3168,1.342791114,12.6746,0.700591114,11.3343,-0.639708886,10.3578,-1.616208886
13.06,-2.12,0.56,15.4932,3.519191114,13.9402,1.966191114,13.611,1.636991114,12.3418,0.367791114,11.4375,-0.536508886
13.06,-2.12,0.43,15.5265,3.552491114,13.9183,1.944291114,13.6194,1.645391114,12.3874,0.413391114,11.4861,-0.487908886
13.06,-2.16,0.47,15.3766,3.402591114,13.5537,1.579691114,13.0404,1.066391114,11.7035,-0.270508886,10.7526,-1.221408886
13.06,-2.2,0.63,15.6519,3.677891114,13.0505,1.076491114,12.0394,0.065391114,10.4068,-1.567208886,9.3497,-2.624308886
13.06,-2.12,0.54,15.5006,3.526591114,13.3168,1.342791114,12.6746,0.700591114,11.3343,-0.639708886,10.3578,-1.616208886
13.06,-2.2,0.69,15.4673,3.493291114,13.3003,1.326291114,12.5877,0.613691114,11.1336,-0.840408886,10.1401,-1.833908886
13.06,-2.005,0.13707563,15.4673,3.493291114,13.3003,1.326291114,12.5877,0.613691114,11.1336,-0.840408886,10.1401,-1.833908886
13.06,-1.96,0.157706205,15.7011,3.727091114,14.1841,2.210091114,13.9476,1.973591114,12.7666,0.792591114,11.8784,-0.095608886
13.06,-2.068,0.163482764,15.4117,3.437691114,13.4372,1.463191114,12.9241,0.950091114,11.4914,-0.482608886,10.5339,-1.440108886
13.06,-1.996,0.386999995,15.5006,3.526591114,13.3168,1.342791114,12.6746,0.700591114,11.3343,-0.639708886,10.3578,-1.616208886
11.75,-1.53,0.42,19.9696,4.30014983,17.2149,1.54544983,15.3663,-0.30315017,13.2612,-2.40825017,12.0799,-3.58955017
11.75,-1.58,0.55,20.1559,4.48644983,17.1767,1.50724983,15.34,-0.32945017,13.4827,-2.18675017,12.3307,-3.33875017
11.75,-1.61,0.51,20.2861,4.61664983,17.3806,1.71114983,15.3621,-0.30735017,13.1122,-2.55725017,11.8733,-3.79615017
11.75,-1.51,0.45,19.8469,4.17744983,16.9996,1.33014983,15.5497,-0.11975017,13.7224,-1.94705017,12.6373,-3.03215017
11.75,-1.46,0.67,19.9051,4.23564983,16.9315,1.26204983,15.5087,-0.16075017,13.7772,-1.89225017,12.7137,-2.95575017
11.75,-1.48,0.57,20.2104,4.54094983,17.0863,1.41684983,15.4664,-0.20305017,13.4544,-2.21505017,12.3343,-3.33515017
12.93,-1.949,0.281,17.7202,4.079243007,14.9479,1.306943007,13.1947,-0.446256993,11.0348,-2.606156993,9.8387,-3.802256993
12.93,-2.016,0.212,17.375,3.734043007,14.6052,0.964243007,13.0823,-0.558656993,11.2083,-2.432656993,10.0745,-3.566456993
12.93,-1.905,0.082,17.5787,3.937743007,14.782,1.141043007,13.2481,-0.392856993,11.2342,-2.406756993,10.0898,-3.551156993
12.93,-1.994,0.41,17.3045,3.663543007,14.6363,0.995343007,13.5539,-0.087056993,11.8856,-1.755356993,10.8555,-2.785456993
12.93,-1.993,0.168,17.0173,3.376343007,14.7042,1.063243007,13.8049,0.163943007,12.3279,-1.313056993,11.3556,-2.285356993
12.93,-1.998,0.28,17.0827,3.441743007,14.7252,1.084243007,13.8983,0.257343007,12.3706,-1.270356993,11.4002,-2.240756993
12.93,-1.975,0.429,17.0285,3.387543007,14.7091,1.068143007,13.9846,0.343643007,12.6135,-1.027456993,11.6688,-1.972156993
12.93,-2.001,0.081,16.9769,3.335943007,14.7877,1.146743007,14.108,0.467043007,12.6828,-0.958156993,11.7522,-1.888756993
12.93,-2.01,0.38,16.8785,3.237543007,14.7256,1.084643007,14.1183,0.477343007,12.8668,-0.774156993,11.9603,-1.680656993
12.93,-2.023,-0.247,16.9015,3.260543007,14.8148,1.173843007,14.1452,0.504243007,12.7576,-0.883356993,11.8407,-1.800256993
12.93,-1.991,0.235,16.9592,3.318243007,14.8355,1.194543007,14.2222,0.581243007,12.9863,-0.654656993,12.0774,-1.563556993
12.93,-1.969,0.163,16.906,3.265043007,14.9878,1.346843007,14.4317,0.790743007,13.1138,-0.527156993,12.2095,-1.431456993
12.93,-1.993,0.046,16.8298,3.188843007,15.2297,1.588743007,14.8323,1.191343007,13.5762,-0.064756993,12.7201,-0.920856993
12.93,-1.927,0.118,17.0453,3.404343007,15.4711,1.830143007,15.1444,1.503443007,13.963,0.322043007,13.1081,-0.532856993
12.93,-2.01,0.401,17.1376,3.496643007,15.5291,1.888143007,15.3661,1.725143007,14.2106,0.569643007,13.3948,-0.246156993
12.93,-1.942,0.515,17.104,3.463043007,15.6131,1.972143007,15.3878,1.746843007,14.2214,0.580443007,13.403,-0.237956993
12.93,-1.895,0.488,17.1343,3.493343007,15.6764,2.035443007,15.4446,1.803643007,14.324,0.683043007,13.5164,-0.124556993
12.93,-1.991,0.42,17.103,3.462043007,15.7078,2.066843007,15.4919,1.850943007,14.3421,0.701143007,13.537,-0.103956993
12.93,-1.996,0.345,17.2632,3.622243007,15.6785,2.037543007,15.538,1.897043007,14.3733,0.732343007,13.5608,-0.080156993
12.93,-1.967,0.322,17.2278,3.586843007,15.7727,2.131743007,15.6057,1.964743007,14.4617,0.820743007,13.6682,0.027243007
12.93,-1.971,0.497,17.386,3.745043007,15.8966,2.255643007,15.806,2.165043007,14.6905,1.049543007,13.878,0.237043007
12.4,-0.824,0.477,19.1928,6.181957243,16.5698,3.558957243,15.5962,2.585357243,13.9489,0.938057243,12.9353,-0.075542757
12.4,-0.84,0.47,19.2677,6.256857243,16.5803,3.569457243,15.5509,2.540057243,13.9026,0.891757243,12.8632,-0.147642757
12.4,-0.862,0.462,19.3494,6.338557243,16.8012,3.790357243,16.0469,3.036057243,14.4814,1.470557243,13.4881,0.477257243
12.4,-0.817,0.424,19.6337,6.622857243,16.3647,3.353857243,15.0794,2.068557243,13.1719,0.161057243,12.0523,-0.958542757
12.4,-0.794,0.418,19.3601,6.349257243,16.8239,3.813057243,16.1054,3.094557243,14.5569,1.546057243,13.5968,0.585957243
12.4,-0.787,0.483,19.4102,6.399357243,16.841,3.830157243,16.1039,3.093057243,14.5656,1.554757243,13.5751,0.564257243
12.4,-0.832,0.366,19.173,6.162157243,16.7825,3.771657243,16.0054,2.994557243,14.4895,1.478657243,13.5442,0.533357243
12.4,-0.799,0.35,19.3735,6.362657243,16.5175,3.506657243,15.5432,2.532357243,13.8878,0.876957243,12.8411,-0.169742757
12.4,-0.837,0.383,19.3193,6.308457243,16.7897,3.778857243,16.0632,3.052357243,14.5331,1.522257243,13.5512,0.540357243
12.4,-0.803,0.367,19.1442,6.133357243,16.8548,3.843957243,16.0711,3.060257243,14.5787,1.567857243,13.6305,0.619657243
12.4,-0.75,0.352,19.2447,6.233857243,16.6615,3.650657243,15.8774,2.866557243,14.3123,1.301457243,13.3325,0.321657243
12.4,-0.773,0.474,19.2275,6.216657243,16.7445,3.733657243,16.0757,3.064857243,14.5534,1.542557243,13.5787,0.567857243
12.4,-0.856,0.325,19.2226,6.211757243,16.8853,3.874457243,16.1322,3.121357243,14.6015,1.590657243,13.6327,0.621857243
12.4,-0.824,0.476999998,19.1928,6.181957243,16.5698,3.558957243,15.5962,2.585357243,13.9489,0.938057243,12.9353,-0.075542757
12.4,-0.84,0.469999999,19.2677,6.256857243,16.5803,3.569457243,15.5509,2.540057243,13.9026,0.891757243,12.8632,-0.147642757
12.4,-0.862,0.462000012,19.3494,6.338557243,16.8012,3.790357243,16.0469,3.036057243,14.4814,1.470557243,13.4881,0.477257243
12.4,-0.817,0.423999995,19.6337,6.622857243,16.3647,3.353857243,15.0794,2.068557243,13.1719,0.161057243,12.0523,-0.958542757
12.4,-0.794,0.418000013,19.3601,6.349257243,16.8239,3.813057243,16.1054,3.094557243,14.5569,1.546057243,13.5968,0.585957243
12.4,-0.787,0.48300001,19.4102,6.399357243,16.841,3.830157243,16.1039,3.093057243,14.5656,1.554757243,13.5751,0.564257243
12.4,-0.832,0.365999997,19.173,6.162157243,16.7825,3.771657243,16.0054,2.994557243,14.4895,1.478657243,13.5442,0.533357243
12.4,-0.799,0.349999994,19.3735,6.362657243,16.5175,3.506657243,15.5432,2.532357243,13.8878,0.876957243,12.8411,-0.169742757
12.4,-0.837,0.382999986,19.3193,6.308457243,16.7897,3.778857243,16.0632,3.052357243,14.5331,1.522257243,13.5512,0.540357243
12.4,-0.803,0.367000014,19.1442,6.133357243,16.8548,3.843957243,16.0711,3.060257243,14.5787,1.567857243,13.6305,0.619657243
12.4,-0.75,0.351999998,19.2447,6.233857243,16.6615,3.650657243,15.8774,2.866557243,14.3123,1.301457243,13.3325,0.321657243
12.4,-0.773,0.474000007,19.2275,6.216657243,16.7445,3.733657243,16.0757,3.064857243,14.5534,1.542557243,13.5787,0.567857243
12.4,-0.856,0.324999988,19.2226,6.211757243,16.8853,3.874457243,16.1322,3.121357243,14.6015,1.590657243,13.6327,0.621857243
11.63,-1.53,0.50999999,20.3183,4.336589899,17.3845,1.402789899,15.9172,-0.064510101,14.0446,-1.937110101,12.9357,-3.046010101
11.63,-1.52,0.620000005,20.6071,4.625389899,17.5093,1.527589899,15.6933,-0.288410101,13.5861,-2.395610101,12.4118,-3.569910101
11.63,-1.6,0.439999998,19.7642,3.782489899,17.143,1.161289899,15.8802,-0.101510101,14.19,-1.791710101,13.1613,-2.820410101
11.63,-1.62,0.0,19.5162,3.534489899,17.4186,1.436889899,16.6642,0.682489899,15.2491,-0.732610101,14.3399,-1.641810101
11.63,-1.3,0.699999988,20.1182,4.136489899,17.5789,1.597189899,16.7723,0.790589899,15.2598,-0.721910101,14.3084,-1.673310101
11.63,-1.34,0.569999993,19.9016,3.919889899,17.6748,1.693089899,16.9593,0.977589899,15.5481,-0.433610101,14.6419,-1.339810101
11.63,-1.36,0.550000012,20.4544,4.472689899,17.5167,1.534989899,16.1723,0.190589899,14.2964,-1.685310101,13.2822,-2.699510101
11.63,-1.35,0.610000014,20.1931,4.211389899,17.4813,1.499589899,16.491,0.509289899,14.8906,-1.091110101,13.9074,-2.074310101
11.63,-1.61,0.229500584,19.5706,3.588889899,17.8246,1.842889899,17.3995,1.417789899,16.1634,0.181689899,15.3382,-0.643510101
12.98,-2.251,0.472,18.2652,3.116455407,17.0323,1.883555407,16.9113,1.762555407,15.8521,0.703355407,15.06,-0.088744593
12.98,-2.339,0.217,17.7903,2.641555407,15.871,0.722255407,15.1218,-0.026944593,13.7391,-1.409644593,12.8274,-2.321344593
12.98,-2.375,0.46,18.1705,3.021755407,15.5944,0.445655407,14.4617,-0.687044593,12.8518,-2.296944593,11.8413,-3.307444593
12.98,-2.273,0.075,17.8385,2.689755407,15.8054,0.656655407,15.1235,-0.025244593,13.7951,-1.353644593,12.8712,-2.277544593
12.98,-2.315,-0.014,17.7361,2.587355407,15.8142,0.665455407,15.119,-0.029744593,13.7614,-1.387344593,12.8459,-2.302844593
12.98,-2.352,0.127,17.9056,2.756855407,15.7146,0.565855407,14.9147,-0.234044593,13.4906,-1.658144593,12.5407,-2.608044593
12.98,-2.247,0.427,18.1008,2.952055407,16.7864,1.637655407,16.6362,1.487455407,15.5487,0.399955407,14.7553,-0.393444593
12.98,-2.361,0.262,17.9274,2.778655407,15.7292,0.580455407,15.0017,-0.147044593,13.612,-1.536744593,12.6722,-2.476544593
12.98,-2.32,0.411,18.0685,2.919755407,16.7609,1.612155407,16.6649,1.516155407,15.5815,0.432755407,14.7918,-0.356944593
12.98,-2.326,0.242,18.3045,3.155755407,15.6401,0.491355407,14.2351,-0.913644593,12.4222,-2.726544593,11.3209,-3.827844593
12.98,-2.332,0.466,18.1446,2.995855407,16.7978,1.649055407,16.7153,1.566555407,15.616,0.467255407,14.8267,-0.322044593
12.98,-2.291,0.297,18.0253,2.876555407,16.4827,1.333955407,16.2845,1.135755407,15.1357,-0.013044593,14.3044,-0.844344593
12.98,-2.41,0.268,17.936,2.787255407,16.4511,1.302355407,16.2392,1.090455407,15.0888,-0.059944593,14.2639,-0.884844593
12.98,-2.314,0.028,17.7739,2.625155407,15.9698,0.821055407,15.3644,0.215655407,14.0345,-1.114244593,13.1344,-2.014344593
12.98,-2.251,0.472000003,18.2652,3.116455407,17.0323,1.883555407,16.9113,1.762555407,15.8521,0.703355407,15.06,-0.088744593
12.98,-2.339,0.177511542,17.7903,2.641555407,15.871,0.722255407,15.1218,-0.026944593,13.7391,-1.409644593,12.8274,-2.321344593
12.98,-2.375,0.460000008,18.1705,3.021755407,15.5944,0.445655407,14.4617,-0.687044593,12.8518,-2.296944593,11.8413,-3.307444593
12.98,-2.273,0.075000003,17.8385,2.689755407,15.8054,0.656655407,15.1235,-0.025244593,13.7951,-1.353644593,12.8712,-2.277544593
12.98,-2.315,-0.014,17.7361,2.587355407,15.8142,0.665455407,15.119,-0.029744593,13.7614,-1.387344593,12.8459,-2.302844593
12.98,-2.352,0.103241502,17.9056,2.756855407,15.7146,0.565855407,14.9147,-0.234044593,13.4906,-1.658144593,12.5407,-2.608044593
12.98,-2.247,0.426999986,18.1008,2.952055407,16.7864,1.637655407,16.6362,1.487455407,15.5487,0.399955407,14.7553,-0.393444593
12.98,-2.361,0.214646569,17.9274,2.778655407,15.7292,0.580455407,15.0017,-0.147044593,13.612,-1.536744593,12.6722,-2.476544593
12.98,-2.32,0.411000013,18.0685,2.919755407,16.7609,1.612155407,16.6649,1.516155407,15.5815,0.432755407,14.7918,-0.356944593
12.98,-2.326,0.198142117,18.3045,3.155755407,15.6401,0.491355407,14.2351,-0.913644593,12.4222,-2.726544593,11.3209,-3.827844593
12.98,-2.332,0.465999991,18.1451,2.996355407,16.7972,1.648455407,16.7141,1.565355407,15.6124,0.463655407,14.8234,-0.325344593
12.98,-2.291,0.243529363,18.0253,2.876555407,16.4827,1.333955407,16.2845,1.135755407,15.1357,-0.013044593,14.3044,-0.844344593
12.98,-2.41,0.219597916,17.936,2.787255407,16.4511,1.302355407,16.2392,1.090455407,15.0888,-0.059944593,14.2639,-0.884844593
12.98,-2.314,0.028000001,17.7739,2.625155407,15.9698,0.821055407,15.3644,0.215655407,14.0345,-1.114244593,13.1344,-2.014344593
13.06,-2.303,0.389,18.5873,3.950961596,17.673,3.036661596,17.9063,3.269961596,17.0129,2.376561596,16.3584,1.722061596
13.06,-2.32,-0.321,17.0007,2.364361596,15.361,0.724661596,14.9404,0.304061596,13.7692,-0.867138404,12.9325,-1.703838404
13.06,-2.427,0.611,17.2411,2.604761596,16.0253,1.388961596,16.0327,1.396361596,15.032,0.395661596,14.3096,-0.326738404
13.06,-2.352,0.476,17.5473,2.910961596,16.4135,1.777161596,16.4171,1.780761596,15.4489,0.812561596,14.7378,0.101461596
13.06,-2.405,0.061,17.0818,2.445461596,15.1691,0.532761596,14.6074,-0.028938404,13.3218,-1.314538404,12.4677,-2.168638404
13.06,-2.361,-0.235,17.207,2.570661596,15.0218,0.385461596,14.1703,-0.466038404,12.7613,-1.875038404,11.8368,-2.799538404
13.06,-2.401,-0.285,17.1079,2.471561596,14.8737,0.237361596,13.8,-0.836338404,12.2793,-2.357038404,11.3267,-3.309638404
13.06,-2.303,0.388999999,18.5873,3.950961596,17.673,3.036661596,17.9063,3.269961596,17.0129,2.376561596,16.3584,1.722061596
13.06,-2.32,-0.32100001,17.0007,2.364361596,15.361,0.724661596,14.9404,0.304061596,13.7692,-0.867138404,12.9325,-1.703838404
13.06,-2.427,0.611000001,17.2411,2.604761596,16.0253,1.388961596,16.0327,1.396361596,15.032,0.395661596,14.3096,-0.326738404
13.06,-2.352,0.476000011,17.5473,2.910961596,16.4135,1.777161596,16.4171,1.780761596,15.4489,0.812561596,14.7378,0.101461596
13.06,-2.405,0.061000001,17.0818,2.445461596,15.1691,0.532761596,14.6074,-0.028938404,13.3218,-1.314538404,12.4677,-2.168638404
13.06,-2.361,-0.234999999,17.207,2.570661596,15.0218,0.385461596,14.1703,-0.466038404,12.7613,-1.875038404,11.8368,-2.799538404
13.06,-2.401,-0.284999996,17.1079,2.471561596,14.8737,0.237361596,13.8,-0.836338404,12.2793,-2.357038404,11.3267,-3.309638404
13.06,-2.24,0.33,17.5463,2.909961596,15.0135,0.377161596,13.7815,-0.854838404,12.1057,-2.530638404,11.0919,-3.544438404
13.06,-2.4,0.11,17.1079,2.471561596,14.8737,0.237361596,13.8,-0.836338404,12.2793,-2.357038404,11.3267,-3.309638404
13.06,-2.27,0.18,17.749,3.112661596,15.1257,0.489361596,13.4749,-1.161438404,11.7532,-2.883138404,10.626,-4.010338404
