NGC,Paper,Author Reference,RAJ2000,DEJ2000,Distance (pc),Vmag,Vmag_abs,Bmag,Bmag_abs,Imag,Imag_abs,Kmag,Kmag_abs,Teff,logg,age_Kruijssen,Fe/H,Fe/H_e,Fe/H_o,O/Fe,O/Fe_e,Na/Fe,Na/Fe_e,F275W,F275W_abs,F275W_e,F336W,F336W_abs,F336W_e,F435W,F435W_abs,F435W_e,F606W,F606W_abs,F606W_e,F814W,F814W_abs,F814W_e,Star ID,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,51519,137.98674,-64.85486,10060,14.146,-0.866989904,15.54,0.527010096,NaN,NaN,NaN,NaN,4556,1.61,10.9,-1.101,0.056,-1.14,NaN,NaN,0.455250531,NaN,20.1251,5.112110096,0.015,17.0858,2.072810096,0,15.706,0.693010096,0,13.851,-1.161989904,0,12.7334,-2.279589904,0,R0031670,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,51646,137.95976,-64.85428,10060,15.46,0.447010096,16.55,1.537010096,NaN,NaN,NaN,NaN,4267,1.13,10.9,-1.153,0.071,-1.14,0.344000012,NaN,-0.112000003,NaN,19.3948,4.381810096,0.0712,17.4427,2.429710096,0,16.7131,1.700110096,0,15.2545,0.241510096,0,14.2848,-0.728189904,0,R0032199,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,51918,138.0355,-64.85307,10060,14.187,-0.825989904,15.626,0.613010096,NaN,NaN,NaN,NaN,4778,2,10.9,-1.121,0.07,-1.14,NaN,NaN,0.648999989,NaN,19.9021,4.889110096,0.0152,17.2702,2.257210096,0,15.8224,0.809410096,0,13.8604,-1.152589904,0,12.7324,-2.280589904,0,R0033252,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,51930,137.95806,-64.85302,10060,14.068,-0.944989904,15.531,0.518010096,NaN,NaN,NaN,NaN,4264,1.14,10.9,-1.137,0.084,-1.14,-0.595000029,NaN,0.498922895,NaN,20.3627,5.349710096,0.0216,17.2439,2.230910096,0,15.6787,0.665710096,0,13.9427,-1.070289904,0,12.852,-2.160989904,0,R0033278,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,51983,138.01043,-64.8528,10060,13.474,-1.538989904,15.328,0.315010096,NaN,NaN,NaN,NaN,3902,0.52,10.9,-1.141,0.07,-1.14,-0.137999997,NaN,0.488894422,NaN,20.335,5.322010096,0.017,17.6436,2.630610096,0,15.4774,0.464410096,0,12.9845,-2.028489904,0,11.5788,-3.434189904,0,R0033484,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,52006,138.07542,-64.85264,10060,14.376,-0.636989904,15.628,0.615010096,NaN,NaN,NaN,NaN,4261,1.11,10.9,-1.129,0.065,-1.14,NaN,NaN,0.030999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.9812,-1.031789904,0,12.9237,-2.089289904,0,R0033603,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,52048,138.02404,-64.8525,10060,14.259,-0.753989904,15.645,0.632010096,NaN,NaN,NaN,NaN,4349,1.27,10.9,-1.12,0.09,-1.14,-0.912999988,NaN,0.638999999,NaN,20.5426,5.529610096,0.0883,17.2915,2.278510096,0,15.9327,0.919710096,0,13.8967,-1.116289904,0,12.7553,-2.257689904,0,R0033717,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,52083,138.03572,-64.85234,10060,15.408,0.395010096,16.571,1.558010096,NaN,NaN,NaN,NaN,4298,1.17,10.9,-1.134,0.088,-1.14,0.227024923,NaN,0.043000001,NaN,19.7228,4.709810096,0.0309,17.4489,2.435910096,0,16.6786,1.665610096,0,15.1575,0.144510096,0,14.1567,-0.856289904,0,R0033840,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,52647,138.05117,-64.84989,10060,14.654,-0.358989904,15.925,0.912010096,NaN,NaN,NaN,NaN,4725,1.87,10.9,-1.126,0.069,-1.14,NaN,NaN,0.402265736,NaN,20.0013,4.988310096,0.03,17.2035,2.190510096,0,16.1345,1.121510096,0,14.3716,-0.641389904,0,13.3018,-1.711189904,0,R0035565,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,52891,138.0132,-64.84881,10060,14.426,-0.586989904,15.721,0.708010096,NaN,NaN,NaN,NaN,4461,1.45,10.9,-1.111,0.099,-1.14,0.212170908,NaN,0.078000002,NaN,20.0071,4.994110096,0.0175,17.2148,2.201810096,0,15.9513,0.938310096,0,14.047,-0.965989904,0,12.9463,-2.066689904,0,R0036201,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,53209,137.99698,-64.8474,10060,14.427,-0.585989904,15.778,0.765010096,NaN,NaN,NaN,NaN,4369,1.3,10.9,-1.153,0.079,-1.14,0.034000002,NaN,0.439037834,NaN,19.8807,4.867710096,0.0181,17.2257,2.212710096,0,15.9271,0.914110096,0,14.1039,-0.909089904,0,13.0059,-2.007089904,0,R0036948,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,53390,137.97061,-64.84663,10060,14.669,-0.343989904,15.958,0.945010096,NaN,NaN,NaN,NaN,4052,0.76,10.9,-1.148,0.07,-1.14,0.213821357,NaN,0.410895923,NaN,19.9655,4.952510096,0.0142,17.1364,2.123410096,0,16.0905,1.077510096,0,14.3833,-0.629689904,0,13.2819,-1.731089904,0,R0037319,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,53579,137.9531,-64.84578,10060,14.461,-0.551989904,15.83,0.817010096,NaN,NaN,NaN,NaN,4082,0.81,10.9,-1.147,0.089,-1.14,0.340999991,NaN,-0.111000001,NaN,20.379,5.366010096,0.0201,17.2906,2.277610096,0,16.0031,0.990110096,0,14.0561,-0.956889904,0,12.9474,-2.065589904,0,R0037673,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,53629,138.02745,-64.84553,10060,15.34,0.327010096,16.443,1.430010096,NaN,NaN,NaN,NaN,4348,1.26,10.9,-1.127,0.038,-1.14,NaN,NaN,0.039999999,NaN,19.9529,4.939910096,0.022,17.5071,2.494110096,0,16.8276,1.814610096,0,15.1009,0.087910096,0,14.1039,-0.909089904,0,R0037787,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,54266,137.95889,-64.84276,10060,14.79,-0.222989904,16.028,1.015010096,NaN,NaN,NaN,NaN,4691,1.84,10.9,-1.135,0.081,-1.14,0.155230531,NaN,0.413522501,NaN,19.929,4.916010096,0.0085,17.1963,2.183310096,0,16.2216,1.208610096,0,14.5374,-0.475589904,0,13.4707,-1.542289904,0,R0038704,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,54284,137.9782,-64.84268,10060,14.407,-0.605989904,15.789,0.776010096,NaN,NaN,NaN,NaN,4502,1.52,10.9,-1.161,0.069,-1.14,NaN,NaN,-0.032000002,NaN,20.1891,5.176110096,0.0213,17.2632,2.250210096,0,15.9095,0.896510096,0,14.083,-0.929989904,0,12.9536,-2.059389904,0,R0038741,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,54644,138.00872,-64.84115,10060,15.347,0.334010096,16.513,1.500010096,NaN,NaN,NaN,NaN,4346,1.26,10.9,-1.153,0.073,-1.14,0.086000003,NaN,0.443540538,NaN,19.725,4.712010096,0.0173,17.3135,2.300510096,0,16.6031,1.590110096,0,15.0843,0.071310096,0,14.0822,-0.930789904,0,R0039175,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,54789,138.00177,-64.84044,10060,14.247,-0.765989904,15.626,0.613010096,NaN,NaN,NaN,NaN,4485,1.49,10.9,-1.124,0.087,-1.14,0.028000001,NaN,0.418025204,NaN,19.78,4.767010096,0.0179,17.1886,2.175610096,0,15.8291,0.816110096,0,13.9238,-1.089189904,0,12.8315,-2.181489904,0,R0039338,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,55354,138.04306,-64.83781,10060,14.749,-0.263989904,16.024,1.011010096,NaN,NaN,NaN,NaN,4315,1.21,10.9,-1.13,0.075,-1.14,NaN,NaN,0.759000003,NaN,19.7826,4.769610096,0.0226,17.2806,2.267610096,0,16.1689,1.155910096,0,14.4609,-0.552089904,0,13.4042,-1.608789904,0,R0039886,,,,,,,,,,,,,,,,,,,,,,
2808,Marino,56103,138.0076,-64.83417,10060,15.347,0.334010096,16.502,1.489010096,NaN,NaN,NaN,NaN,4118,0.87,10.9,-1.069,0.07,-1.14,0.317000002,NaN,0.056000002,NaN,19.6492,4.636210096,0,17.4205,2.407510096,0,16.602,1.589010096,0,15.0744,0.061410096,0,14.0739,-0.939089904,0,R0040362,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,536471,154.4219417,-46.44683889,4737,15.016,1.638483076,16.013,2.635483076,NaN,NaN,12.06,-1.317516924,4790,2.3,11.25,-1.438,0.136,-1.42,0.247,0.124,-0.262,NaN,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,14.6296,1.252083076,0,13.6491,0.271583076,0,R0000017,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,538979,154.4123417,-46.43891111,4737,15.354,1.976483076,16.336,2.958483076,NaN,NaN,12.318,-1.059516924,4836,2.39,11.25,-1.588,0.133,-1.42,NaN,NaN,-0.226,0.2,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,15.0246,1.647083076,0,14.0312,0.653683076,0,R0000134,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,539003,154.4293917,-46.43887778,4737,14.351,0.973483076,15.425,2.047483076,NaN,NaN,11.144,-2.233516924,4626,1.9,11.25,-1.471,0.173,-1.42,0.041,NaN,0.098,0.017,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,13.9544,0.576883076,0,12.8936,-0.483916924,0,R0000135,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,539642,154.4068917,-46.4369,4737,13.505,0.127483076,14.671,1.293483076,NaN,NaN,10.115,-3.262516924,4442,1.47,11.25,-1.545,0.118,-1.42,-0.637,NaN,0.498,0.04,18.0968,4.719283076,0.0121,15.7472,2.369683076,0,14.7297,1.352183076,0,13.0907,-0.286816924,0,11.9865,-1.391016924,0,R0000181,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,542040,154.4015708,-46.43036667,4737,14.845,1.467483076,15.851,2.473483076,NaN,NaN,11.853,-1.524516924,4753,2.21,11.25,-1.43,0.145,-1.42,0.373,0.173,0.001,0.065,18.4266,5.049083076,0.0229,16.3737,2.996183076,0.0036,15.9226,2.545083076,0.0049,14.4542,1.076683076,0,13.4647,0.087183076,0,R0000409,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,542486,154.3862333,-46.42919167,4737,14.784,1.406483076,15.73,2.352483076,NaN,NaN,11.855,-1.522516924,4753,2.22,11.25,-1.551,0.128,-1.42,-0.032,NaN,0.309,0.034,18.0742,4.696683076,0.007,16.2723,2.894783076,0.0099,15.7886,2.411083076,0.0046,14.4003,1.022783076,0,13.4454,0.067883076,0,R0000476,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,542579,154.425875,-46.42903611,4737,15.559,2.181483076,16.524,3.146483076,NaN,NaN,12.62,-0.757516924,4890,2.52,11.25,-1.543,0.171,-1.42,-0.022,NaN,0.432,0.05,18.6746,5.297083076,0.0104,17.0007,3.623183076,0.005,16.5807,3.203183076,5.00E-04,15.2036,1.826083076,0,14.2312,0.853683076,0,R0000483,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,543664,154.4214375,-46.42604444,4737,14.814,1.436483076,15.864,2.486483076,NaN,NaN,11.767,-1.610516924,4737,2.17,11.25,-1.457,0.105,-1.42,NaN,NaN,-0.103,0.063,18.454,5.076483076,0.0065,16.3893,3.011783076,0.0023,15.9291,2.551583076,9.00E-04,14.443,1.065483076,0,13.4388,0.061283076,0,R0000657,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,543863,154.4391792,-46.42548333,4737,13.668,0.290483076,14.861,1.483483076,NaN,NaN,10.414,-2.963516924,4495,1.61,11.25,-1.562,0.141,-1.42,NaN,NaN,-0.246,0.094,18.1603,4.782783076,0.0293,15.7515,2.373983076,0.0281,14.9833,1.605783076,0,13.3098,-0.067716924,0,12.2064,-1.171116924,0,R0000690,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,543875,154.3622583,-46.42525556,4737,15.903,2.525483076,16.773,3.395483076,NaN,NaN,13.176,-0.201516924,4989,2.78,11.25,-1.555,0.114,-1.42,0.142,NaN,NaN,NaN,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,15.537,2.159483076,0,14.6342,1.256683076,0,R0000712,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,544181,154.37665,-46.42443333,4737,14.796,1.418483076,15.767,2.389483076,NaN,NaN,11.908,-1.469516924,4763,2.25,11.25,-1.541,0.139,-1.42,0.049,0.247,0.249,0.082,18.1591,4.781583076,0.0036,16.3086,2.931083076,0.0102,15.8346,2.457083076,0.0022,14.4166,1.039083076,0,13.4613,0.083783076,0,R0000761,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,544916,154.399425,-46.42249444,4737,14.652,1.274483076,15.642,2.264483076,NaN,NaN,11.741,-1.636516924,4733,2.18,11.25,-1.432,0.143,-1.42,0.385,0.005,-0.196,0.072,18.1686,4.791083076,0.0144,16.1506,2.773083076,0.0029,15.7139,2.336383076,0.0051,14.2951,0.917583076,0,13.3216,-0.055916924,0,R0000897,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,545094,154.4130417,-46.42209167,4737,15.446,2.068483076,16.371,2.993483076,NaN,NaN,12.703,-0.674516924,4905,2.58,11.25,-1.567,0.098,-1.42,NaN,NaN,-0.297,0.199,18.3111,4.933583076,0.0199,16.6372,3.259683076,0.0066,16.4077,3.030183076,0.001,15.0995,1.721983076,0,14.1739,0.796383076,0,R0000930,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,545181,154.358325,-46.42171389,4737,15.051,1.673483076,16.001,2.623483076,NaN,NaN,12.166,-1.211516924,4809,2.35,11.25,-1.496,0.222,-1.42,NaN,NaN,-0.247,0.047,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,14.6817,1.304183076,0,13.7147,0.337183076,0,R0000968,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,546096,154.3837042,-46.41942222,4737,14.205,0.827483076,15.251,1.873483076,NaN,NaN,11.168,-2.209516924,4630,1.93,11.25,-1.568,0.112,-1.42,0.286,0.091,-0.063,0.06,18.0139,4.636383076,0.0137,15.8744,2.496883076,0.012,15.3377,1.960183076,0,13.8508,0.473283076,0,12.8344,-0.543116924,0,R0001135,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,547469,154.3873667,-46.41588889,4737,15.681,2.303483076,16.566,3.188483076,NaN,NaN,12.982,-0.395516924,4955,2.7,11.25,-1.525,0.148,-1.42,0.3,NaN,0.142,0.065,18.5164,5.138883076,0.0052,16.929,3.551483076,0.0074,16.6079,3.230383076,0.0053,15.3089,1.931383076,0,14.3885,1.010983076,0,R0001412,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,547791,154.4136708,-46.41514167,4737,15.702,2.324483076,16.61,3.232483076,NaN,NaN,12.995,-0.382516924,4957,2.71,11.25,-1.512,0.145,-1.42,0.213,NaN,0.33,NaN,18.6171,5.239583076,0.0124,16.9852,3.607683076,0.0035,16.6705,3.292983076,2.00E-04,15.3444,1.966883076,0,14.4159,1.038383076,0,R0001459,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,547858,154.4155875,-46.41495556,4737,15.328,1.950483076,16.214,2.836483076,NaN,NaN,12.402,-0.975516924,4851,2.44,11.25,-1.515,0.15,-1.42,NaN,NaN,0.319,0.032,18.3662,4.988683076,0.0139,16.7018,3.324283076,0.0063,16.3219,2.944383076,0.003,14.9819,1.604383076,0,14.0557,0.678183076,0,R0001486,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,548134,154.3811542,-46.41413056,4737,14.557,1.179483076,15.55,2.172483076,NaN,NaN,11.576,-1.801516924,4703,2.1,11.25,-1.512,0.201,-1.42,-0.246,NaN,0.635,0.111,18.032,4.654483076,0.0079,16.1637,2.786183076,0.0077,15.6056,2.228083076,0,14.1959,0.818383076,0,13.203,-0.174516924,0,R0001557,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,548152,154.3601292,-46.41403056,4737,12.911,-0.466516924,14.209,0.831483076,NaN,NaN,9.385,-3.992516924,4311,1.17,11.25,-1.507,0.178,-1.42,0.196,0.035,0.163,0.026,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,12.4928,-0.884716924,0,11.3395,-2.038016924,0,R0001566,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,548860,154.4198083,-46.41245,4737,13.657,0.279483076,14.808,1.430483076,NaN,NaN,10.418,-2.959516924,4496,1.61,11.25,-1.405,0.106,-1.42,NaN,NaN,-0.129,0.065,18.132,4.754483076,0.0107,15.6839,2.306383076,2.00E-04,14.8926,1.515083076,0,13.2668,-0.110716924,0,12.2026,-1.174916924,0,R0001697,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,549551,154.430425,-46.41079444,4737,13.783,0.405483076,14.91,1.532483076,NaN,NaN,10.648,-2.729516924,4537,1.71,11.25,-1.581,0.112,-1.42,0.075,NaN,0.416,0.019,18.0287,4.651183076,0.0098,15.7817,2.404183076,0.0083,15.0088,1.631283076,0,13.4354,0.057883076,0,12.4019,-0.975616924,0,R0001841,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,549944,154.3812125,-46.40962222,4737,14.058,0.680483076,15.157,1.779483076,NaN,NaN,10.903,-2.474516924,4583,1.81,11.25,-1.479,0.127,-1.42,0.242,NaN,-0.076,0.032,18.1218,4.744283076,0,15.8591,2.481583076,0.0138,15.219,1.841483076,0,13.6959,0.318383076,0,12.6472,-0.730316924,0,R0001949,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,550664,154.4269042,-46.40786389,4737,14.721,1.343483076,15.691,2.313483076,NaN,NaN,11.86,-1.517516924,4754,2.23,11.25,-1.495,0.153,-1.42,NaN,NaN,0.073,NaN,18.032,4.654483076,0.0067,16.2427,2.865183076,0.0073,15.7693,2.391783076,0.0011,14.3849,1.007383076,0,13.4358,0.058283076,0,R0002101,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,550719,154.4230708,-46.40770833,4737,15.418,2.040483076,16.359,2.981483076,NaN,NaN,12.731,-0.646516924,4910,2.6,11.25,-1.547,0.116,-1.42,-0.351,NaN,0.93,NaN,18.3853,5.007783076,0.0018,16.7121,3.334583076,0.0096,16.397,3.019483076,0.0011,15.0783,1.700783076,0,14.1629,0.785383076,0,R0002126,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,550783,154.4387042,-46.40758056,4737,13.912,0.534483076,15.005,1.627483076,NaN,NaN,10.827,-2.550516924,4569,1.79,11.25,-1.506,0.17,-1.42,0.335,0.098,0.264,0.131,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,13.571,0.193483076,0,12.5433,-0.834216924,0,R0002140,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,551068,154.3837167,-46.40679444,4737,14.671,1.293483076,15.654,2.276483076,NaN,NaN,11.851,-1.526516924,4752,2.23,11.25,-1.523,0.222,-1.42,-0.086,NaN,0.057,0.089,18.0008,4.623283076,0.0081,16.1206,2.743083076,0.0102,15.7518,2.374283076,0.003,14.3481,0.970583076,0,13.3968,0.019283076,0,R0002194,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,553110,154.3797958,-46.40166389,4737,16.178,2.800483076,17.064,3.686483076,NaN,NaN,13.415,0.037483076,5032,2.87,11.25,-1.49,0.13,-1.42,0.061,NaN,0.401,0.09,18.9164,5.538883076,0.0072,17.3887,4.011183076,0.0077,17.0925,3.714983076,0.001,15.7926,2.415083076,0,14.8552,1.477683076,0,R0002585,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,553502,154.4001542,-46.40075,4737,14.084,0.706483076,15.135,1.757483076,NaN,NaN,11.033,-2.344516924,4606,1.88,11.25,-1.454,0.147,-1.42,-0.345,NaN,0.611,0.016,17.8786,4.501083076,0.0129,15.8682,2.490683076,0.0051,15.1922,1.814683076,0,13.7234,0.345883076,0,12.7207,-0.656816924,0,R0002650,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,553560,154.4121,-46.40063333,4737,13.015,-0.362516924,14.219,0.841483076,NaN,NaN,9.702,-3.675516924,4368,1.32,11.25,-1.573,0.133,-1.42,NaN,NaN,-0.116,0.041,17.8747,4.497183076,0.0307,-99.9999,-113.3774169,99.9999,14.327,0.949483076,0,12.6322,-0.745316924,0,11.5312,-1.846316924,0,R0002658,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,553698,154.4059917,-46.40022778,4737,14.672,1.294483076,15.611,2.233483076,NaN,NaN,11.9,-1.477516924,4761,2.26,11.25,-1.562,0.085,-1.42,0.238,NaN,-0.122,NaN,17.7312,4.353683076,0.012,15.9554,2.577883076,0.0128,15.6422,2.264683076,5.00E-04,14.3376,0.960083076,0,13.4016,0.024083076,0,R0002678,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,555512,154.4208375,-46.39547778,4737,13.378,0.000483076,14.565,1.187483076,NaN,NaN,10.089,-3.288516924,4437,1.47,11.25,-1.44,0.103,-1.42,0.079,0.141,0.387,0.057,18.0557,4.678183076,0.0086,15.6132,2.235683076,0.0032,14.6604,1.282883076,0,12.9976,-0.379916924,0,11.9138,-1.463716924,0,R0002948,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,555643,154.4315667,-46.39513889,4737,14.631,1.253483076,15.662,2.284483076,NaN,NaN,11.658,-1.719516924,4718,2.14,11.25,-1.454,0.207,-1.42,-0.239,NaN,0.337,NaN,18.1058,4.728283076,3.00E-04,16.2445,2.866983076,0,-99.9999,-113.3774169,99.9999,14.268,0.890483076,0,13.3016,-0.075916924,0,R0002963,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,555784,154.410225,-46.39466389,4737,14.704,1.326483076,15.743,2.365483076,NaN,NaN,11.761,-1.616516924,4736,2.18,11.25,-1.461,0.188,-1.42,-0.784,NaN,0.518,0.093,18.1512,4.773683076,0.0229,16.3061,2.928583076,0.004,15.7637,2.386183076,0.0049,14.3593,0.981783076,0,13.3764,-0.001116924,0,R0002986,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,555944,154.3913292,-46.39416389,4737,15.587,2.209483076,16.53,3.152483076,NaN,NaN,12.74,-0.637516924,4911,2.59,11.25,-1.397,0.074,-1.42,0.191,NaN,0.016,0.169,18.6894,5.311883076,0.0033,16.8584,3.480883076,0.0048,16.5735,3.195983076,0.0034,15.2149,1.837383076,0,14.2718,0.894283076,0,R0003013,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,556574,154.4275333,-46.39241389,4737,15.118,1.740483076,16.107,2.729483076,NaN,NaN,12.244,-1.133516924,4823,2.38,11.25,-1.515,0.102,-1.42,NaN,NaN,0.104,0.003,18.3353,4.957783076,0.0058,16.5372,3.159683076,0.0054,-99.9999,-113.3774169,99.9999,14.759,1.381483076,0,13.8145,0.436983076,0,R0003096,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,557046,154.4409375,-46.39093056,4737,14.586,1.208483076,15.621,2.243483076,NaN,NaN,11.59,-1.787516924,4706,2.11,11.25,-1.507,0.13,-1.42,NaN,NaN,0.44,0.082,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,14.2436,0.866083076,0,13.2471,-0.130416924,0,R0003162,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,557181,154.4109667,-46.39045,4737,13.278,-0.099516924,14.478,1.100483076,NaN,NaN,9.934,-3.443516924,4410,1.4,11.25,-1.511,0.114,-1.42,NaN,NaN,0.135,0.016,18.1837,4.806183076,0.0152,15.548,2.170483076,0.0014,14.5942,1.216683076,0,12.8886,-0.488916924,0,11.7837,-1.593816924,0,R0003189,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,557810,154.3804708,-46.38803056,4737,15.636,2.258483076,16.557,3.179483076,NaN,NaN,12.766,-0.611516924,4916,2.59,11.25,-1.448,0.13,-1.42,NaN,NaN,0.315,0.001,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,15.2876,1.910083076,0,14.3407,0.963183076,0,R0003272,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,559537,154.3958042,-46.38276389,4737,15.609,2.231483076,16.53,3.152483076,NaN,NaN,12.867,-0.510516924,4934,2.65,11.25,-1.523,0.137,-1.42,0.233,NaN,0.14,NaN,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,15.2828,1.905283076,0,14.3451,0.967583076,0,R0003405,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,560148,154.4028583,-46.38032222,4737,15.062,1.684483076,16.022,2.644483076,NaN,NaN,12.194,-1.183516924,4814,2.36,11.25,-1.54,0.17,-1.42,NaN,NaN,-0.114,0.001,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,14.7407,1.363183076,0,13.7755,0.397983076,0,R0003441,,,,,,,,,,,,,,,,,,,,,,
3201,Carretta,560947,154.3993958,-46.37713611,4737,15.53,2.152483076,16.408,3.030483076,NaN,NaN,12.784,-0.593516924,4919,2.62,11.25,-1.525,0.111,-1.42,NaN,NaN,0.359,0.055,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99.9999,15.2226,1.845083076,0,14.3068,0.929283076,0,R0003475,,,,,,,,,,,,,,,,,,,,,,
3201,Marino,536471,154.4219417,-46.44683889,4737,15.016,1.638483076,16.013,2.635483076,NaN,NaN,NaN,NaN,4790,2.3,11.25,-1.438,0.136,-1.42,0.202268227,0.124,-0.261999995,NaN,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99,-99.9999,-113.3774169,99,14.6296,1.252083076,0,13.6491,0.271583076,0,R0000017,,,,,,,,,,,,,,,,,,,,,,
3201,Marino,538979,154.4123417,-46.43891111,4737,15.354,1.976483076,16.336,2.958483076,NaN,NaN,NaN,NaN,4836,2.39,11.25,-1.588,0.133,-1.42,NaN,NaN,-0.225999996,0.2,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99,-99.9999,-113.3774169,99,15.0246,1.647083076,0,14.0312,0.653683076,0,R0000134,,,,,,,,,,,,,,,,,,,,,,
3201,Marino,539003,154.4293917,-46.43887778,4737,14.351,0.973483076,15.425,2.047483076,NaN,NaN,NaN,NaN,4626,1.9,11.25,-1.471,0.173,-1.42,0.041000001,NaN,0.097999997,0.017,-99.9999,-113.3774169,99.9999,-99.9999,-113.3774169,99,-99.9999,-113.3774169,99,13.9544,0.576883076,0,12.8936,-0.483916924,0,R0000135,,,,,,,,,,,,,,,,,,,,,,
3201,Marino,539642,154.4068917,-46.4369,4737,13.505,0.127483076,14.671,1.293483076,NaN,NaN,NaN,NaN,4442,1.47,11.25,-1.545,0.118,-1.42,-0.637000024,NaN,0.515097836,0.04,18.0968,4.719283076,0.0121,15.7472,2.369683076,0,14.7297,1.352183076,0,13.0907,-0.286816924,0,11.9865,-1.391016924,0,R0000181,,,,,,,,,,,,,,,,,,,,,,
