Na/Fe,F275W,F275W_abs,F336W,F336W_abs,F435W,F435W_abs,F606W,F606W_abs,F814W,F814W_abs
0.534,23.2819,8.041439741,19.5847,4.344239741,17.7121,2.471639741,15.4441,0.203639741,14.1241,-1.116360259
0.093,22.5515,7.311039741,19.5045,4.264039741,18.1871,2.946639741,16.2186,0.978139741,15.0393,-0.201160259
0.454,23.4594,8.218939741,19.949,4.708539741,18.3464,3.105939741,16.2341,0.993639741,14.9841,-0.256360259
0.058,23.2962,8.055739741,19.5655,4.325039741,17.9143,2.673839741,15.7255,0.485039741,14.4107,-0.829760259
0.392,23.451,8.210539741,19.6406,4.400139741,17.8554,2.614939741,15.6735,0.433039741,14.3726,-0.867860259
0.475,23.1585,7.918039741,19.6378,4.397339741,17.3841,2.143639741,14.8729,-0.367560259,13.4284,-1.812060259
0.474,23.1288,7.888339741,19.541,4.300539741,17.8461,2.605639741,15.615,0.374539741,14.3159,-0.924560259
0.393,23.2626,8.022139741,19.8832,4.642739741,18.2716,3.031139741,15.6488,0.408339741,14.371,-0.869460259
0.001,22.4028,7.162339741,19.1174,3.876939741,17.7042,2.463739741,15.7043,0.463839741,14.4918,-0.748660259
0.852,23.21,7.969539741,19.7837,4.543239741,17.9554,2.714939741,15.7227,0.482239741,14.4364,-0.804060259
0.77,23.0664,7.825939741,19.7019,4.461439741,17.6691,2.428639741,15.2592,0.018739741,13.9219,-1.318560259
0.519,23.0062,7.765739741,19.5514,4.310939741,17.8543,2.613839741,15.7007,0.460239741,14.4481,-0.792360259
0.414,15.5033,3.529291114,13.9381,1.964091114,13.6028,1.628791114,12.3367,0.362691114,11.4272,-0.546808886
0.388,15.8646,3.890591114,14.5273,2.553291114,14.3779,2.403891114,13.2463,1.272291114,12.3977,0.423691114
0.118,16.4601,4.486091114,15.2145,3.240491114,15.224,3.249991114,14.1044,2.130391114,13.2837,1.309691114
-0.153,15.5275,3.553491114,13.8028,1.828791114,13.4851,1.511091114,12.2067,0.232691114,11.3009,-0.673108886
0.387,15.6108,3.636791114,14.1679,2.193891114,13.9064,1.932391114,12.702,0.727991114,11.8384,-0.135608886
0.091,15.5656,3.591591114,13.3058,1.331791114,12.6107,0.636691114,11.1077,-0.866308886,10.1162,-1.857808886
-0.324,15.4215,3.447491114,13.4206,1.446591114,12.9124,0.938391114,11.492,-0.482008886,10.5365,-1.437508886
0.271,15.4673,3.493291114,13.3003,1.326291114,12.5877,0.613691114,11.1336,-0.840408886,10.1401,-1.833908886
0.159,15.5265,3.552491114,13.9183,1.944291114,13.6194,1.645391114,12.3874,0.413391114,11.4861,-0.487908886
-0.134,16.6674,4.693391114,15.5179,3.543891114,15.5509,3.576891114,14.4939,2.519891114,13.692,1.717991114
0.145,15.5445,3.570491114,13.9631,1.989091114,13.6371,1.663091114,12.3779,0.403891114,11.4699,-0.504108886
0.412,16.6581,4.684091114,15.5436,3.569591114,15.5834,3.609391114,14.5337,2.559691114,13.7592,1.785191114
-0.161,15.8952,3.921191114,14.4236,2.449591114,14.2947,2.320691114,13.1429,1.168891114,12.2768,0.302791114
0.256,16.668,4.693991114,15.494,3.519991114,15.5195,3.545491114,14.4429,2.468891114,13.6093,1.635291114
0.145,15.4932,3.519191114,13.9402,1.966191114,13.611,1.636991114,12.3418,0.367791114,11.4375,-0.536508886
-0.001,15.9637,3.989691114,14.5015,2.527491114,14.383,2.408991114,13.1965,1.222491114,12.3289,0.354891114
0.586,15.434,3.459991114,13.29,1.315991114,12.4836,0.509591114,10.9837,-0.990308886,9.9494,-2.024608886
0.364,15.5051,3.531091114,13.2,1.225991114,12.3223,0.348291114,10.8269,-1.147108886,9.8119,-2.162108886
0.2,15.4932,3.519191114,13.9402,1.966191114,13.611,1.636991114,12.3418,0.367791114,11.4375,-0.536508886
0.04,15.5265,3.552491114,13.9183,1.944291114,13.6194,1.645391114,12.3874,0.413391114,11.4861,-0.487908886
0.29,15.3766,3.402591114,13.5537,1.579691114,13.0404,1.066391114,11.7035,-0.270508886,10.7526,-1.221408886
-0.1,15.6519,3.677891114,13.0505,1.076491114,12.0394,0.065391114,10.4068,-1.567208886,9.3497,-2.624308886
-0.17,15.5006,3.526591114,13.3168,1.342791114,12.6746,0.700591114,11.3343,-0.639708886,10.3578,-1.616208886
0.16,15.4673,3.493291114,13.3003,1.326291114,12.5877,0.613691114,11.1336,-0.840408886,10.1401,-1.833908886
0.487923928,15.5033,3.529291114,13.9381,1.964091114,13.6028,1.628791114,12.3367,0.362691114,11.4272,-0.546808886
0.479512957,15.8646,3.890591114,14.5273,2.553291114,14.3779,2.403891114,13.2463,1.272291114,12.3977,0.423691114
0.479189453,15.6108,3.636791114,14.1679,2.193891114,13.9064,1.932391114,12.702,0.727991114,11.8384,-0.135608886
-0.324000001,15.4215,3.447491114,13.4206,1.446591114,12.9124,0.938391114,11.492,-0.482008886,10.5365,-1.437508886
0.440163507,15.4673,3.493291114,13.3003,1.326291114,12.5877,0.613691114,11.1336,-0.840408886,10.1401,-1.833908886
-0.134000003,16.6674,4.693391114,15.5179,3.543891114,15.5509,3.576891114,14.4939,2.519891114,13.692,1.717991114
0.392885097,15.5445,3.570491114,13.9631,1.989091114,13.6371,1.663091114,12.3779,0.403891114,11.4699,-0.504108886
0.487276928,16.6581,4.684091114,15.5436,3.569591114,15.5834,3.609391114,14.5337,2.559691114,13.7592,1.785191114
0.392885097,15.4932,3.519191114,13.9402,1.966191114,13.611,1.636991114,12.3418,0.367791114,11.4375,-0.536508886
-0.170000002,19.8137,5.795390384,18.0848,4.066490384,17.7657,3.747390384,16.2661,2.247790384,15.1877,1.169390384
0.458485527,19.73,5.711690384,18.0219,4.003590384,17.5888,3.570490384,16.0928,2.074490384,15.0078,0.989490384
0.404892314,19.4347,5.416390384,17.6095,3.591190384,17.0616,3.043290384,15.4596,1.441290384,14.3289,0.310590384
0.510892356,20.2705,6.252190384,18.718,4.699690384,18.3979,4.379590384,16.9084,2.890090384,15.8411,1.822790384
0.491805913,19.4754,5.457090384,17.7722,3.753890384,17.3165,3.298190384,15.7633,1.744990384,14.6781,0.659790384
0.474983973,18.3046,4.286290384,16.7829,2.764590384,16.44,2.421690384,15.0583,1.039990384,14.0283,0.009990384
0.449919367,20.0156,5.997290384,18.4797,4.461390384,18.1364,4.118090384,16.7082,2.689890384,15.6657,1.647390384
0.465279004,20.0122,5.993890384,16.9761,2.957790384,14.9206,0.902290384,12.257,-1.761309616,10.729,-3.289309616
0.386881488,19.4851,5.466790384,17.4525,3.434190384,16.9098,2.891490384,15.2532,1.234890384,14.1034,0.085090384
0.017000001,19.5045,5.486190384,17.5575,3.539190384,17.1045,3.086190384,15.5138,1.495490384,14.3881,0.369790384
0.502481376,19.1948,5.176490384,17.088,3.069690384,16.3566,2.338290384,14.6494,0.631090384,13.4683,-0.550009616
0.024,20.3214,6.303090384,18.6797,4.661390384,18.4376,4.419290384,16.9614,2.943090384,15.9163,1.897990384
0.428531516,19.9713,5.952990384,18.3762,4.357890384,18.0109,3.992590384,16.5202,2.501890384,15.4625,1.444190384
0.27,19.9696,4.30014983,17.2149,1.54544983,15.3663,-0.30315017,13.2612,-2.40825017,12.0799,-3.58955017
-0.08,20.1559,4.48644983,17.1767,1.50724983,15.34,-0.32945017,13.4827,-2.18675017,12.3307,-3.33875017
0.11,20.2861,4.61664983,17.3806,1.71114983,15.3621,-0.30735017,13.1122,-2.55725017,11.8733,-3.79615017
0.15,19.8469,4.17744983,16.9996,1.33014983,15.5497,-0.11975017,13.7224,-1.94705017,12.6373,-3.03215017
-0.07,19.9051,4.23564983,16.9315,1.26204983,15.5087,-0.16075017,13.7772,-1.89225017,12.7137,-2.95575017
-0.06,20.2104,4.54094983,17.0863,1.41684983,15.4664,-0.20305017,13.4544,-2.21505017,12.3343,-3.33515017
0.58,21.3675,4.269125325,18.6464,1.548025325,17.1283,0.029925325,15.256,-1.842374675,14.136,-2.962374675
0.57,21.0342,3.935825325,18.4869,1.388525325,17.0339,-0.064474675,15.0733,-2.025074675,13.9622,-3.136174675
0.33,21.379,4.280625325,18.5335,1.435125325,16.9787,-0.119674675,15.0491,-2.049274675,13.8834,-3.214974675
0.87,22.3108,5.212425325,19.381,2.282625325,17.2429,0.144525325,14.8565,-2.241874675,13.6173,-3.481074675
0.24,22.1402,5.041825325,19.1152,2.016825325,17.0238,-0.074574675,14.6131,-2.485274675,13.3221,-3.776274675
0.15,21.5395,4.441125325,18.6586,1.560225325,16.9254,-0.172974675,14.7388,-2.359574675,13.5286,-3.569774675
0.53,21.3361,4.237725325,18.6469,1.548525325,16.9198,-0.178574675,14.746,-2.352374675,13.5642,-3.534174675
0.82,22.1712,5.072825325,19.1482,2.049825325,17.1105,0.012125325,14.8207,-2.277674675,13.5641,-3.534274675
0.31,22.3613,5.262925325,19.2687,2.170325325,17.1253,0.026925325,14.6723,-2.426074675,13.3783,-3.720074675
0.21,21.7222,4.623825325,18.7541,1.655725325,16.9793,-0.119074675,14.8288,-2.269574675,13.6162,-3.482174675
0.71,21.2351,4.136725325,18.5209,1.422525325,16.999,-0.099374675,15.031,-2.067374675,13.8962,-3.202174675
0.7,21.5207,4.422325325,18.8574,1.759025325,17.1231,0.024725325,15.0355,-2.062874675,13.8647,-3.233674675
0.48,21.5054,4.407025325,18.635,1.536625325,17.0858,-0.012574675,15.1193,-1.979074675,13.9744,-3.123974675
0.77,22.0393,4.940925325,19.1735,2.075125325,17.2437,0.145325325,14.9881,-2.110274675,13.7889,-3.309474675
0.71,20.5562,3.457825325,18.3405,1.242125325,16.6479,-0.450474675,15.1379,-1.960474675,13.6929,-3.405474675
0.64,21.2581,4.159725325,18.499,1.400625325,17.0891,-0.009274675,15.2385,-1.859874675,14.1387,-2.959674675
0.69,21.1215,4.023125325,18.575,1.476625325,17.1778,0.079425325,15.3038,-1.794574675,14.2048,-2.893574675
0.55,22.0572,4.958825325,18.9851,1.886725325,17.3202,0.221825325,15.2837,-1.814674675,14.1348,-2.963574675
0.36,21.1715,4.073125325,18.4732,1.374825325,17.2021,0.103725325,15.4176,-1.680774675,14.3398,-2.758574675
0.45,20.8827,3.784325325,18.3842,1.285825325,17.2012,0.102825325,15.4996,-1.598774675,14.4377,-2.660674675
0.54,21.9761,4.877725325,18.9854,1.887025325,17.3831,0.284725325,15.3703,-1.728074675,14.2478,-2.850574675
0.69,21.5561,4.457725325,18.9426,1.844225325,17.5063,0.407925325,15.6241,-1.474274675,14.5594,-2.538974675
0.04,21.2865,4.188125325,18.5025,1.404125325,17.3496,0.251225325,15.6219,-1.476474675,14.555,-2.543374675
0.36,21.6917,4.593325325,18.8435,1.745125325,17.601,0.502625325,15.8003,-1.298074675,14.7472,-2.351174675
0.86,21.3804,4.282025325,19.0573,1.958925325,17.6411,0.542725325,15.7736,-1.324774675,14.7528,-2.345574675
0.84,21.5437,4.445325325,19.0421,1.943725325,17.6609,0.562525325,15.8055,-1.292874675,14.7617,-2.336674675
0.56,21.2701,4.171725325,18.8598,1.761425325,17.5995,0.501125325,15.8472,-1.251174675,14.8254,-2.272974675
0.52,21.5477,4.449325325,18.9114,1.813025325,17.6355,0.537125325,15.8397,-1.258674675,14.7976,-2.300774675
0.04,20.972,3.873625325,18.4526,1.354225325,17.4914,0.393025325,15.9268,-1.171574675,14.9149,-2.183474675
-0.03,20.9484,3.850025325,18.3891,1.290725325,17.452,0.353625325,15.8486,-1.249774675,14.8227,-2.275674675
0.35,21.4676,4.369225325,18.8751,1.776725325,17.8647,0.766325325,16.1491,-0.949274675,15.1788,-1.919574675
0.03,20.9334,3.835025325,18.4862,1.387825325,17.6754,0.577025325,16.098,-1.000374675,15.1104,-1.987974675
0.65,21.3673,4.268925325,18.8019,1.703525325,17.4367,0.338325325,15.581,-1.517374675,14.5088,-2.589574675
0.579999983,21.3675,4.269125325,18.6464,1.548025325,17.1283,0.029925325,15.256,-1.842374675,14.136,-2.962374675
0.569999993,21.0342,3.935825325,18.4869,1.388525325,17.0339,-0.064474675,15.0733,-2.025074675,13.9622,-3.136174675
0.460750019,21.379,4.280625325,18.5335,1.435125325,16.9787,-0.119674675,15.0491,-2.049274675,13.8834,-3.214974675
0.870000005,22.3108,5.212425325,19.381,2.282625325,17.2429,0.144525325,14.8565,-2.241874675,13.6173,-3.481074675
0.428531516,22.1402,5.041825325,19.1152,2.016825325,17.0238,-0.074574675,14.6131,-2.485274675,13.3221,-3.776274675
0.394761228,21.5395,4.441125325,18.6586,1.560225325,16.9254,-0.172974675,14.7388,-2.359574675,13.5286,-3.569774675
0.529999971,21.3361,4.237725325,18.6469,1.548525325,16.9198,-0.178574675,14.746,-2.352374675,13.5642,-3.534174675
0.819999993,22.1712,5.072825325,19.1482,2.049825325,17.1105,0.012125325,14.8207,-2.277674675,13.5641,-3.534274675
0.454280037,22.3613,5.262925325,19.2687,2.170325325,17.1253,0.026925325,14.6723,-2.426074675,13.3783,-3.720074675
0.417274752,21.7222,4.623825325,18.7541,1.655725325,16.9793,-0.119074675,14.8288,-2.269574675,13.6162,-3.482174675
0.709999979,21.2351,4.136725325,18.5209,1.422525325,16.999,-0.099374675,15.031,-2.067374675,13.8962,-3.202174675
0.699999988,21.5207,4.422325325,18.8574,1.759025325,17.1231,0.024725325,15.0355,-2.062874675,13.8647,-3.233674675
0.509274853,21.5054,4.407025325,18.635,1.536625325,17.0858,-0.012574675,15.1193,-1.979074675,13.9744,-3.123974675
0.769999981,22.0393,4.940925325,19.1735,2.075125325,17.2437,0.145325325,14.9881,-2.110274675,13.7889,-3.309474675
0.839999974,21.8949,4.796525325,19.0922,1.993825325,17.3173,0.218925325,15.1836,-1.914774675,14.0208,-3.077574675
0.709999979,20.5562,3.457825325,18.3405,1.242125325,16.6479,-0.450474675,15.1379,-1.960474675,13.6929,-3.405474675
0.639999986,21.2581,4.159725325,18.499,1.400625325,17.0891,-0.009274675,15.2385,-1.859874675,14.1387,-2.959674675
0.689999998,21.1215,4.023125325,18.575,1.476625325,17.1778,0.079425325,15.3038,-1.794574675,14.2048,-2.893574675
0.550000012,22.0572,4.958825325,18.9851,1.886725325,17.3202,0.221825325,15.2837,-1.814674675,14.1348,-2.963574675
0.470454988,21.1715,4.073125325,18.4732,1.374825325,17.2021,0.103725325,15.4176,-1.680774675,14.3398,-2.758574675
0.499569884,20.8827,3.784325325,18.3842,1.285825325,17.2012,0.102825325,15.4996,-1.598774675,14.4377,-2.660674675
0.540000021,21.9761,4.877725325,18.9854,1.887025325,17.3831,0.284725325,15.3703,-1.728074675,14.2478,-2.850574675
0.689999998,21.5561,4.457725325,18.9426,1.844225325,17.5063,0.407925325,15.6241,-1.474274675,14.5594,-2.538974675
0.039999999,21.2865,4.188125325,18.5025,1.404125325,17.3496,0.251225325,15.6219,-1.476474675,14.555,-2.543374675
0.470454988,21.6917,4.593325325,18.8435,1.745125325,17.601,0.502625325,15.8003,-1.298074675,14.7472,-2.351174675
0.860000014,21.3804,4.282025325,19.0573,1.958925325,17.6411,0.542725325,15.7736,-1.324774675,14.7528,-2.345574675
0.839999974,21.5437,4.445325325,19.0421,1.943725325,17.6609,0.562525325,15.8055,-1.292874675,14.7617,-2.336674675
0.560000002,21.2701,4.171725325,18.8598,1.761425325,17.5995,0.501125325,15.8472,-1.251174675,14.8254,-2.272974675
0.519999981,21.5477,4.449325325,18.9114,1.813025325,17.6355,0.537125325,15.8397,-1.258674675,14.7976,-2.300774675
0.039999999,20.972,3.873625325,18.4526,1.354225325,17.4914,0.393025325,15.9268,-1.171574675,14.9149,-2.183474675
-0.029999999,20.9484,3.850025325,18.3891,1.290725325,17.452,0.353625325,15.8486,-1.249774675,14.8227,-2.275674675
0.467219992,21.4676,4.369225325,18.8751,1.776725325,17.8647,0.766325325,16.1491,-0.949274675,15.1788,-1.919574675
0.029999999,20.9334,3.835025325,18.4862,1.387825325,17.6754,0.577025325,16.098,-1.000374675,15.1104,-1.987974675
0.649999976,21.3673,4.268925325,18.8019,1.703525325,17.4367,0.338325325,15.581,-1.517374675,14.5088,-2.589574675
0.126,16.6788,3.601680236,14.0748,0.997680236,13.0354,-0.041719764,11.5843,-1.492819764,10.6299,-2.447219764
0.743,16.5856,3.508480236,14.2197,1.142580236,13.1576,0.080480236,11.713,-1.364119764,10.7626,-2.314519764
0.05,16.7296,3.652480236,14.0296,0.952480236,12.9522,-0.124919764,11.4748,-1.602319764,10.5098,-2.567319764
-0.03,16.6745,3.597380236,14.0958,1.018680236,13.1898,0.112680236,11.7726,-1.304519764,10.8379,-2.239219764
0.589,17.7202,4.079243007,14.9479,1.306943007,13.1947,-0.446256993,11.0348,-2.606156993,9.8387,-3.802256993
0.613,17.375,3.734043007,14.6052,0.964243007,13.0823,-0.558656993,11.2083,-2.432656993,10.0745,-3.566456993
0.875,17.5787,3.937743007,14.782,1.141043007,13.2481,-0.392856993,11.2342,-2.406756993,10.0898,-3.551156993
0.21,17.3045,3.663543007,14.6363,0.995343007,13.5539,-0.087056993,11.8856,-1.755356993,10.8555,-2.785456993
0.619,17.0538,3.412843007,14.7018,1.060843007,13.7537,0.112743007,12.2219,-1.419056993,11.2262,-2.414756993
0.7,17.0173,3.376343007,14.7042,1.063243007,13.8049,0.163943007,12.3279,-1.313056993,11.3556,-2.285356993
0.539,17.0827,3.441743007,14.7252,1.084243007,13.8983,0.257343007,12.3706,-1.270356993,11.4002,-2.240756993
0.26,17.0285,3.387543007,14.7091,1.068143007,13.9846,0.343643007,12.6135,-1.027456993,11.6688,-1.972156993
0.413,16.9769,3.335943007,14.7877,1.146743007,14.108,0.467043007,12.6828,-0.958156993,11.7522,-1.888756993
-0.088,16.8785,3.237543007,14.7256,1.084643007,14.1183,0.477343007,12.8668,-0.774156993,11.9603,-1.680656993
0.588,16.9015,3.260543007,14.8148,1.173843007,14.1452,0.504243007,12.7576,-0.883356993,11.8407,-1.800256993
0.364,16.9592,3.318243007,14.8355,1.194543007,14.2222,0.581243007,12.9863,-0.654656993,12.0774,-1.563556993
0.578,16.906,3.265043007,14.9878,1.346843007,14.4317,0.790743007,13.1138,-0.527156993,12.2095,-1.431456993
-0.258,17.1168,3.475843007,15.0112,1.370243007,14.7337,1.092743007,13.5193,-0.121656993,12.6738,-0.967156993
0.013,16.9722,3.331243007,15.2484,1.607443007,14.964,1.323043007,13.7276,0.086643007,12.871,-0.769956993
0.472,16.9945,3.353543007,15.3089,1.667943007,14.9561,1.315143007,13.7477,0.106743007,12.8926,-0.748356993
0.485,17.0554,3.414443007,15.5525,1.911543007,15.2782,1.637243007,14.1107,0.469743007,13.2693,-0.371656993
-0.216,17.1376,3.496643007,15.5291,1.888143007,15.3661,1.725143007,14.2106,0.569643007,13.3948,-0.246156993
0.274,17.104,3.463043007,15.6131,1.972143007,15.3878,1.746843007,14.2214,0.580443007,13.403,-0.237956993
0.451,17.103,3.462043007,15.7078,2.066843007,15.4919,1.850943007,14.3421,0.701143007,13.537,-0.103956993
0.798,17.2917,3.650743007,15.8889,2.247943007,15.7145,2.073543007,14.568,0.927043007,13.772,0.131043007
0.32,19.3066,6.295757243,16.9367,3.925857243,16.1096,3.098757243,14.593,1.582157243,13.613,0.602157243
0.193,19.819,6.808157243,16.2903,3.279457243,14.7787,1.767857243,12.728,-0.282842757,11.5277,-1.483142757
0.137,19.3803,6.369457243,16.8163,3.805457243,16.0682,3.057357243,14.5237,1.512857243,13.534,0.523157243
0.414,19.1928,6.181957243,16.5698,3.558957243,15.5962,2.585357243,13.9489,0.938057243,12.9353,-0.075542757
0.443,19.231,6.220157243,16.6036,3.592757243,15.5512,2.540357243,13.8972,0.886357243,12.8562,-0.154642757
0.336,19.2677,6.256857243,16.5803,3.569457243,15.5509,2.540057243,13.9026,0.891757243,12.8632,-0.147642757
0.395,19.2182,6.207357243,16.8882,3.877357243,16.0358,3.024957243,14.4973,1.486457243,13.5246,0.513757243
0.233,19.3494,6.338557243,16.8012,3.790357243,16.0469,3.036057243,14.4814,1.470557243,13.4881,0.477257243
0.33,19.9534,6.942557243,16.407,3.396157243,14.7767,1.765857243,12.7078,-0.303042757,11.4933,-1.517542757
0.436,19.6337,6.622857243,16.3647,3.353857243,15.0794,2.068557243,13.1719,0.161057243,12.0523,-0.958542757
0.494,20.0898,7.078957243,16.7501,3.739257243,14.424,1.413157243,11.9888,-1.022042757,10.4964,-2.514442757
0.782,19.8829,6.872057243,16.5602,3.549357243,14.3131,1.302257243,11.9161,-1.094742757,10.5311,-2.479742757
0.373,19.3601,6.349257243,16.8239,3.813057243,16.1054,3.094557243,14.5569,1.546057243,13.5968,0.585957243
0.233,19.4102,6.399357243,16.841,3.830157243,16.1039,3.093057243,14.5656,1.554757243,13.5751,0.564257243
0.43,19.173,6.162157243,16.7825,3.771657243,16.0054,2.994557243,14.4895,1.478657243,13.5442,0.533357243
0.316,19.3735,6.362657243,16.5175,3.506657243,15.5432,2.532357243,13.8878,0.876957243,12.8411,-0.169742757
0.24,19.3193,6.308457243,16.7897,3.778857243,16.0632,3.052357243,14.5331,1.522257243,13.5512,0.540357243
0.422,19.1442,6.133357243,16.8548,3.843957243,16.0711,3.060257243,14.5787,1.567857243,13.6305,0.619657243
0.199,19.2447,6.233857243,16.6615,3.650657243,15.8774,2.866557243,14.3123,1.301457243,13.3325,0.321657243
0.113,19.2275,6.216657243,16.7445,3.733657243,16.0757,3.064857243,14.5534,1.542557243,13.5787,0.567857243
0.226,19.2226,6.211757243,16.8853,3.874457243,16.1322,3.121357243,14.6015,1.590657243,13.6327,0.621857243
0.408,19.3104,6.299557243,16.3413,3.330457243,15.0595,2.048657243,13.2727,0.261857243,12.1879,-0.822942757
0.457515023,19.3066,6.295757243,16.9367,3.925857243,16.1096,3.098757243,14.593,1.582157243,13.613,0.602157243
0.389883293,19.3803,6.369457243,16.8163,3.805457243,16.0682,3.057357243,14.5237,1.512857243,13.534,0.523157243
0.487923928,19.1928,6.181957243,16.5698,3.558957243,15.5962,2.585357243,13.9489,0.938057243,12.9353,-0.075542757
0.497305392,19.231,6.220157243,16.6036,3.592757243,15.5512,2.540357243,13.8972,0.886357243,12.8562,-0.154642757
0.462691007,19.2677,6.256857243,16.5803,3.569457243,15.5509,2.540057243,13.9026,0.891757243,12.8632,-0.147642757
0.48177745,19.2182,6.207357243,16.8882,3.877357243,16.0358,3.024957243,14.4973,1.486457243,13.5246,0.513757243
0.425904938,19.3494,6.338557243,16.8012,3.790357243,16.0469,3.036057243,14.4814,1.470557243,13.4881,0.477257243
0.495040899,19.6337,6.622857243,16.3647,3.353857243,15.0794,2.068557243,13.1719,0.161057243,12.0523,-0.958542757
0.474660468,19.3601,6.349257243,16.8239,3.813057243,16.1054,3.094557243,14.5569,1.546057243,13.5968,0.585957243
0.425904938,19.4102,6.399357243,16.841,3.830157243,16.1039,3.093057243,14.5656,1.554757243,13.5751,0.564257243
0.493099912,19.173,6.162157243,16.7825,3.771657243,16.0054,2.994557243,14.4895,1.478657243,13.5442,0.533357243
0.456221035,19.3735,6.362657243,16.5175,3.506657243,15.5432,2.532357243,13.8878,0.876957243,12.8411,-0.169742757
0.428531516,19.3193,6.308457243,16.7897,3.778857243,16.0632,3.052357243,14.5331,1.522257243,13.5512,0.540357243
0.490511915,19.1442,6.133357243,16.8548,3.843957243,16.0711,3.060257243,14.5787,1.567857243,13.6305,0.619657243
0.413147274,19.2447,6.233857243,16.6615,3.650657243,15.8774,2.866557243,14.3123,1.301457243,13.3325,0.321657243
0.380877883,19.2275,6.216657243,16.7445,3.733657243,16.0757,3.064857243,14.5534,1.542557243,13.5787,0.567857243
0.42327836,19.2226,6.211757243,16.8853,3.874457243,16.1322,3.121357243,14.6015,1.590657243,13.6327,0.621857243
0.48598293,19.3104,6.299557243,16.3413,3.330457243,15.0595,2.048657243,13.2727,0.261857243,12.1879,-0.822942757
0.436036024,20.3183,4.336589899,17.3845,1.402789899,15.9172,-0.064510101,14.0446,-1.937110101,12.9357,-3.046010101
-0.07,20.6071,4.625389899,17.5093,1.527589899,15.6933,-0.288410101,13.5861,-2.395610101,12.4118,-3.569910101
0.457515023,19.7642,3.782489899,17.143,1.161289899,15.8802,-0.101510101,14.19,-1.791710101,13.1613,-2.820410101
0.50280488,19.5162,3.534489899,17.4186,1.436889899,16.6642,0.682489899,15.2491,-0.732610101,14.3399,-1.641810101
-0.230000004,20.1182,4.136489899,17.5789,1.597189899,16.7723,0.790589899,15.2598,-0.721910101,14.3084,-1.673310101
0.529999971,19.9016,3.919889899,17.6748,1.693089899,16.9593,0.977589899,15.5481,-0.433610101,14.6419,-1.339810101
0.406017993,20.4544,4.472689899,17.5167,1.534989899,16.1723,0.190589899,14.2964,-1.685310101,13.2822,-2.699510101
-0.140000001,20.1931,4.211389899,17.4813,1.499589899,16.491,0.509289899,14.8906,-1.091110101,13.9074,-2.074310101
0.480159947,19.5706,3.588889899,17.8246,1.842889899,17.3995,1.417789899,16.1634,0.181689899,15.3382,-0.643510101
0.117,17.8597,2.710955407,16.062,0.913255407,15.6807,0.531955407,14.4791,-0.669644593,13.6152,-1.533544593
0.188,18.0976,2.948855407,16.8977,1.748955407,16.8051,1.656355407,15.7761,0.627355407,15.0078,-0.140944593
0.166,18.3805,3.231755407,17.2666,2.117855407,17.226,2.077255407,16.2212,1.072455407,15.4458,0.297055407
0.155,17.8349,2.686155407,15.8367,0.687955407,15.2713,0.122555407,13.9841,-1.164644593,13.0772,-2.071544593
0.376,18.2652,3.116455407,17.0323,1.883555407,16.9113,1.762555407,15.8521,0.703355407,15.06,-0.088744593
0.338,17.7903,2.641555407,15.871,0.722255407,15.1218,-0.026944593,13.7391,-1.409644593,12.8274,-2.321344593
0.111,18.1705,3.021755407,15.5944,0.445655407,14.4617,-0.687044593,12.8518,-2.296944593,11.8413,-3.307444593
0.65,17.7361,2.587355407,15.8142,0.665455407,15.119,-0.029744593,13.7614,-1.387344593,12.8459,-2.302844593
0.643,18.0963,2.947555407,15.6636,0.514855407,14.6504,-0.498344593,13.0955,-2.053244593,12.093,-3.055744593
0.375,18.2126,3.063855407,16.9347,1.785955407,16.9166,1.767855407,15.8631,0.714355407,15.0951,-0.053644593
0.266,18.0199,2.871155407,16.479,1.330255407,16.2956,1.146855407,15.1574,0.008655407,14.3327,-0.816044593
0.557,17.9056,2.756855407,15.7146,0.565855407,14.9147,-0.234044593,13.4906,-1.658144593,12.5407,-2.608044593
0.378,18.1008,2.952055407,16.7864,1.637655407,16.6362,1.487455407,15.5487,0.399955407,14.7553,-0.393444593
0.293,17.9274,2.778655407,15.7292,0.580455407,15.0017,-0.147044593,13.612,-1.536744593,12.6722,-2.476544593
0.366,18.0685,2.919755407,16.7609,1.612155407,16.6649,1.516155407,15.5815,0.432755407,14.7918,-0.356944593
0.44,18.3045,3.155755407,15.6401,0.491355407,14.2351,-0.913644593,12.4222,-2.726544593,11.3209,-3.827844593
0.389,18.1581,3.009355407,15.6778,0.529055407,14.4077,-0.741044593,12.676,-2.472744593,11.6166,-3.532144593
0.895,17.9572,2.808455407,15.9003,0.751555407,14.8768,-0.271944593,13.3357,-1.813044593,12.3972,-2.751544593
0.375,17.936,2.787255407,16.4511,1.302355407,16.2392,1.090455407,15.0888,-0.059944593,14.2639,-0.884844593
0.626,17.7739,2.625155407,15.9698,0.821055407,15.3644,0.215655407,14.0345,-1.114244593,13.1344,-2.014344593
0.382378785,17.8597,2.710955407,16.062,0.913255407,15.6807,0.531955407,14.4791,-0.669644593,13.6152,-1.533544593
0.409019791,18.0976,2.948855407,16.8977,1.748955407,16.8051,1.656355407,15.7761,0.627355407,15.0078,-0.140944593
0.400764831,18.3805,3.231755407,17.2666,2.117855407,17.226,2.077255407,16.2212,1.072455407,15.4458,0.297055407
